nbh_name,nbh_code,dist_ka,always_excluded,uniqueid,ur,excluded
Muthaiga,149,11.09676,,156455,.25767574,1
Karura Forest,150,9.1649675,1,156455,.59327734,1
Kariobangi North,151,15.18263,1,156455,.40576923,1
Kariobangi South,152,15.76096,1,156455,.9457956,1
Ruaraka,153,15.69644,1,156455,.54668117,1
Wilson,154,7.9595151,,156455,.44548744,1
Bomas,155,5.8734679,,156455,.56571037,1
Mugumoini,156,6.110126,,156455,.81586671,1
Langata,157,9.1848745,,156455,.52634078,1
GPO,158,7.5143542,,156455,.48112965,1
River road,159,8.3448696,,156455,.88883108,1
Kamkunji,160,9.8535252,,156455,.70737755,1
Ngara,161,8.3098402,,156455,.66546422,1
Eastleigh,162,11.20644,,156455,.13081394,0
City Square,163,8.2906084,,156455,.19863622,0
Makina,164,4.9382,1,156455,.29672515,1
Olympic,165,4.6379561,,156455,.06986288,0
Laini saba,166,6.0931458,1,156455,.89764154,1
Uthiru,167,5.799017,,156455,.45769322,1
Kangemi,168,1.574585,1,156455,.15370968,1
Kikuyu,169,9.5799513,,156455,.34171152,1
Kenyatta,170,6.9733181,,156455,.46102569,1
Komarock,171,17.74538,1,156455,.21130341,1
Kayole,172,18.665649,1,156455,.80814838,1
Ngong road,173,2.837245,,156455,.87362766,1
Hurlingham,174,5.4705768,,156455,.87488681,1
South B,101,10.48585,,156458,.14655241,0
South C,102,9.7029266,,156458,.65443319,1
Langata,103,7.5160408,,156458,.66241884,1
Westlands,104,7.18256,,156458,.79169571,1
Kileleshwa,105,4.0238171,,156458,.89076775,1
Ongata Rongai,106,13.29897,,156458,.28925258,1
Ngong,107,11.48542,,156458,.59103841,1
Karen,108,6.8866038,,156458,.56181169,1
Nakumatt Junction,109,2.213841,,156458,.67414886,1
Lavington,110,1.9570071,,156458,.6275695,1
Yaya Center,111,4.3688922,,156458,.31515437,1
Industrial area,112,12.33165,,156458,.29513818,1
Nyayo Stadium,113,8.4842806,,156458,.98916632,1
Umoja,114,15.97778,1,156458,.44725245,1
Dandora,115,17.66058,1,156458,.4090015,1
Prestige,116,4.5051332,,156458,.71510625,1
Athi river,117,32.232121,1,156458,.032572668,1
Kariobangi,118,15.54692,1,156458,.6090042,1
Woodley,119,3.963275,,156458,.76568663,1
Kasarani,120,19.54389,1,156458,.43688831,1
Mlolongo,121,26.496611,1,156458,.57268548,1
Upperhill,122,7.5210819,,156458,.87983501,1
Jamhuri Estate,123,2.897341,,156458,.71273351,1
Ngummo,124,6.5012379,,156458,.44869167,1
CBD,125,9.981698,,156458,.75051838,1
Syokimau,126,21.52162,1,156458,.38297653,1
Golf course estate,127,5.4355769,1,156458,.23761152,1
Imara Daima,128,15.30609,1,156458,.97267783,1
Embakasi,129,17.030069,1,156458,.6382038,1
JKIA,130,20.80258,1,156458,.452005,1
Jamhuri/Ngong forest,131,3.946743,1,156458,.5127992,1
Kilimani,132,5.1528668,,156458,.49367416,1
Makadara,133,13.11601,,156458,.66097242,1
Makongeni/kaloleni,134,10.87289,,156458,.36862442,1
Kawangware,135,1.102172,1,156458,.15618591,1
Mathare,137,12.90981,,156458,.024605457,0
Mutuini,138,4.212841,1,156458,.63587767,1
Loresho,139,3.2051589,,156458,.86302459,1
Kibera,140,5.1540589,1,156458,.93622154,1
Nairobi National Park,141,15.3189,1,156458,.65894026,1
Kiserian,142,16.455379,1,156458,.058363177,1
Kitisuru,143,7.7834711,,156458,.66078967,1
Githurai,144,20.101919,1,156458,.48602879,1
Kahawa,145,21.95302,1,156458,.64370102,1
Mwiki,146,21.58477,1,156458,.080031119,1
Donholm,147,16.326929,1,156458,.84025013,1
Spring Valley,148,4.9153838,,156458,.77347583,1
Muthaiga,149,11.09676,,156458,.79554051,1
Karura Forest,150,9.1649675,1,156458,.43679228,1
Kariobangi North,151,15.18263,1,156458,.048942134,1
Kariobangi South,152,15.76096,1,156458,.11738934,1
Ruaraka,153,15.69644,1,156458,.90322101,1
Wilson,154,7.9595151,,156458,.10937598,0
Bomas,155,5.8734679,,156458,.26691458,1
Mugumoini,156,6.110126,,156458,.17323394,0
Langata,157,9.1848745,,156458,.17990844,0
GPO,158,7.5143542,,156458,.74794137,1
River road,159,8.3448696,,156458,.31882015,1
Kamkunji,160,9.8535252,,156458,.5308674,1
Ngara,161,8.3098402,,156458,.24266799,0
Eastleigh,162,11.20644,,156458,.96686006,1
City Square,163,8.2906084,,156458,.18321471,0
Makina,164,4.9382,1,156458,.33774656,1
Olympic,165,4.6379561,,156458,.95888817,1
Laini saba,166,6.0931458,1,156458,.15558718,1
Uthiru,167,5.799017,,156458,.11911364,0
Kangemi,168,1.574585,1,156458,.13832931,1
Kikuyu,169,9.5799513,,156458,.28311536,1
Kenyatta,170,6.9733181,,156458,.59549546,1
Komarock,171,17.74538,1,156458,.74273497,1
Kayole,172,18.665649,1,156458,.24779025,1
Ngong road,173,2.837245,,156458,.1413991,0
Hurlingham,174,5.4705768,,156458,.23124027,0
South B,101,10.48585,,156562,.32495451,1
South C,102,9.7029266,,156562,.96778756,1
Langata,103,7.5160408,,156562,.52548867,1
Westlands,104,7.18256,,156562,.88849109,1
Kileleshwa,105,4.0238171,,156562,.11925909,0
Ongata Rongai,106,13.29897,,156562,.99683928,1
Ngong,107,11.48542,,156562,.20019536,0
Karen,108,6.8866038,,156562,.42106763,1
Nakumatt Junction,109,2.213841,,156562,.16848339,0
Lavington,110,1.9570071,,156562,.7803691,1
Yaya Center,111,4.3688922,,156562,.28128967,1
Industrial area,112,12.33165,,156562,.83100474,1
Nyayo Stadium,113,8.4842806,,156562,.62392545,1
Umoja,114,15.97778,1,156562,.92715007,1
Dandora,115,17.66058,1,156562,.9163928,1
Prestige,116,4.5051332,,156562,.25916773,1
Athi river,117,32.232121,1,156562,.28680581,1
Kariobangi,118,15.54692,1,156562,.40709883,1
Woodley,119,3.963275,,156562,.61379093,1
Kasarani,120,19.54389,1,156562,.76752746,1
Mlolongo,121,26.496611,1,156562,.68273318,1
Upperhill,122,7.5210819,,156562,.62284309,1
Jamhuri Estate,123,2.897341,,156562,.47849363,1
Ngummo,124,6.5012379,,156562,.85238045,1
CBD,125,9.981698,,156562,.69236237,1
Syokimau,126,21.52162,1,156562,.63784957,1
Golf course estate,127,5.4355769,1,156562,.87270713,1
Imara Daima,128,15.30609,1,156562,.3924526,1
Embakasi,129,17.030069,1,156562,.5192951,1
JKIA,130,20.80258,1,156562,.99691325,1
Jamhuri/Ngong forest,131,3.946743,1,156562,.93154866,1
Kilimani,132,5.1528668,,156562,.75535202,1
Makadara,133,13.11601,,156562,.98677731,1
Makongeni/kaloleni,134,10.87289,,156562,.55588937,1
Kawangware,135,1.102172,1,156562,.64398062,1
Mathare,137,12.90981,,156562,.18028247,0
Mutuini,138,4.212841,1,156562,.38296834,1
Loresho,139,3.2051589,,156562,.87160927,1
Kibera,140,5.1540589,1,156562,.50841492,1
Nairobi National Park,141,15.3189,1,156562,.16742003,1
Kiserian,142,16.455379,1,156562,.8920272,1
Kitisuru,143,7.7834711,,156562,.77468777,1
Githurai,144,20.101919,1,156562,.92619038,1
Kahawa,145,21.95302,1,156562,.12419078,1
Mwiki,146,21.58477,1,156562,.46966437,1
Donholm,147,16.326929,1,156562,.49629578,1
Spring Valley,148,4.9153838,,156562,.96993905,1
Muthaiga,149,11.09676,,156562,.89741457,1
Karura Forest,150,9.1649675,1,156562,.87940329,1
Kariobangi North,151,15.18263,1,156562,.31570828,1
Kariobangi South,152,15.76096,1,156562,.67671221,1
Ruaraka,153,15.69644,1,156562,.068372831,1
Wilson,154,7.9595151,,156562,.92938346,1
Bomas,155,5.8734679,,156562,.77893239,1
Mugumoini,156,6.110126,,156562,.12445924,0
Langata,157,9.1848745,,156562,.072690785,0
GPO,158,7.5143542,,156562,.43612549,1
River road,159,8.3448696,,156562,.35461015,1
Kamkunji,160,9.8535252,,156562,.61158484,1
Ngara,161,8.3098402,,156562,.94955498,1
Eastleigh,162,11.20644,,156562,.74623573,1
City Square,163,8.2906084,,156562,.49576923,1
Makina,164,4.9382,1,156562,.95762348,1
Olympic,165,4.6379561,,156562,.86155403,1
Laini saba,166,6.0931458,1,156562,.65512586,1
Uthiru,167,5.799017,,156562,.42626858,1
Kangemi,168,1.574585,1,156562,.95828968,1
Kikuyu,169,9.5799513,,156562,.9659878,1
Kenyatta,170,6.9733181,,156562,.98348528,1
Komarock,171,17.74538,1,156562,.76560915,1
Kayole,172,18.665649,1,156562,.097760096,1
Ngong road,173,2.837245,,156562,.2072387,0
Hurlingham,174,5.4705768,,156562,.034666415,0
South B,101,10.48585,,156589,.27919286,1
South C,102,9.7029266,,156589,.65549624,1
Langata,103,7.5160408,,156589,.64205301,1
Westlands,104,7.18256,,156589,.44980997,1
Kileleshwa,105,4.0238171,,156589,.008025242,0
Ongata Rongai,106,13.29897,,156589,.59836107,1
Ngong,107,11.48542,,156589,.62039387,1
Karen,108,6.8866038,,156589,.31867188,1
Nakumatt Junction,109,2.213841,,156589,.37838131,1
Lavington,110,1.9570071,,156589,.14539386,0
Yaya Center,111,4.3688922,,156589,.40366808,1
Industrial area,112,12.33165,,156589,.47444022,1
Nyayo Stadium,113,8.4842806,,156589,.30375969,1
Umoja,114,15.97778,1,156589,.9052906,1
Dandora,115,17.66058,1,156589,.53467119,1
Prestige,116,4.5051332,,156589,.34147605,1
Athi river,117,32.232121,1,156589,.54815543,1
Kariobangi,118,15.54692,1,156589,.87625426,1
Woodley,119,3.963275,,156589,.90253741,1
Kasarani,120,19.54389,1,156589,.67448002,1
Mlolongo,121,26.496611,1,156589,.39710471,1
Upperhill,122,7.5210819,,156589,.020872764,0
Jamhuri Estate,123,2.897341,,156589,.26152217,1
Ngummo,124,6.5012379,,156589,.97765601,1
CBD,125,9.981698,,156589,.074047856,0
Syokimau,126,21.52162,1,156589,.59301507,1
Golf course estate,127,5.4355769,1,156589,.040880468,1
Imara Daima,128,15.30609,1,156589,.30955571,1
Embakasi,129,17.030069,1,156589,.69545877,1
JKIA,130,20.80258,1,156589,.69034559,1
Jamhuri/Ngong forest,131,3.946743,1,156589,.18865369,1
Kilimani,132,5.1528668,,156589,.2461513,0
Makadara,133,13.11601,,156589,.1831091,0
Makongeni/kaloleni,134,10.87289,,156589,.18885112,0
Kawangware,135,1.102172,1,156589,.15917718,1
Mathare,137,12.90981,,156589,.69118363,1
Mutuini,138,4.212841,1,156589,.38533694,1
Loresho,139,3.2051589,,156589,.6916194,1
Kibera,140,5.1540589,1,156589,.81735712,1
Nairobi National Park,141,15.3189,1,156589,.043299783,1
Kiserian,142,16.455379,1,156589,.58135688,1
Kitisuru,143,7.7834711,,156589,.38973853,1
Githurai,144,20.101919,1,156589,.50455207,1
Kahawa,145,21.95302,1,156589,.45148912,1
Mwiki,146,21.58477,1,156589,.68423361,1
Donholm,147,16.326929,1,156589,.92553914,1
Spring Valley,148,4.9153838,,156589,.28232032,1
Muthaiga,149,11.09676,,156589,.64624649,1
Karura Forest,150,9.1649675,1,156589,.30674031,1
Kariobangi North,151,15.18263,1,156589,.3469241,1
Kariobangi South,152,15.76096,1,156589,.40773401,1
Ruaraka,153,15.69644,1,156589,.3601096,1
Wilson,154,7.9595151,,156589,.16071185,0
Bomas,155,5.8734679,,156589,.56749594,1
Mugumoini,156,6.110126,,156589,.026478257,0
Langata,157,9.1848745,,156589,.87356061,1
GPO,158,7.5143542,,156589,.91265416,1
River road,159,8.3448696,,156589,.13730963,0
Kamkunji,160,9.8535252,,156589,.51782668,1
Ngara,161,8.3098402,,156589,.63669735,1
Eastleigh,162,11.20644,,156589,.37401593,1
City Square,163,8.2906084,,156589,.54873455,1
Makina,164,4.9382,1,156589,.5057314,1
Olympic,165,4.6379561,,156589,.77635908,1
Laini saba,166,6.0931458,1,156589,.19846031,1
Uthiru,167,5.799017,,156589,.6015287,1
Kangemi,168,1.574585,1,156589,.83600277,1
Kikuyu,169,9.5799513,,156589,.74640429,1
Kenyatta,170,6.9733181,,156589,.44464093,1
Komarock,171,17.74538,1,156589,.029996369,1
Kayole,172,18.665649,1,156589,.64298815,1
Ngong road,173,2.837245,,156589,.59894425,1
Hurlingham,174,5.4705768,,156589,.11157525,0
South B,101,10.48585,,156668,.66668999,1
South C,102,9.7029266,,156668,.93305105,1
Langata,103,7.5160408,,156668,.91533208,1
Westlands,104,7.18256,,156668,.51560509,1
Kileleshwa,105,4.0238171,,156668,.87857378,1
Ongata Rongai,106,13.29897,,156668,.92894393,1
Ngong,107,11.48542,,156668,.95767492,1
Karen,108,6.8866038,,156668,.47591421,1
Nakumatt Junction,109,2.213841,,156668,.17830738,0
Lavington,110,1.9570071,,156668,.73306072,1
Yaya Center,111,4.3688922,,156668,.92071873,1
Industrial area,112,12.33165,,156668,.77040654,1
Nyayo Stadium,113,8.4842806,,156668,.82000452,1
Umoja,114,15.97778,1,156668,.63437581,1
Dandora,115,17.66058,1,156668,.76264942,1
Prestige,116,4.5051332,,156668,.87418544,1
Athi river,117,32.232121,1,156668,.49641716,1
Kariobangi,118,15.54692,1,156668,.72520506,1
Woodley,119,3.963275,,156668,.18637481,0
Kasarani,120,19.54389,1,156668,.36163187,1
Mlolongo,121,26.496611,1,156668,.12436585,1
Upperhill,122,7.5210819,,156668,.44901294,1
Jamhuri Estate,123,2.897341,,156668,.60855389,1
Ngummo,124,6.5012379,,156668,.68579578,1
CBD,125,9.981698,,156668,.68029338,1
Syokimau,126,21.52162,1,156668,.30332831,1
Golf course estate,127,5.4355769,1,156668,.12267521,1
Imara Daima,128,15.30609,1,156668,.49153143,1
Embakasi,129,17.030069,1,156668,.35678244,1
JKIA,130,20.80258,1,156668,.50614953,1
Jamhuri/Ngong forest,131,3.946743,1,156668,.95284653,1
Kilimani,132,5.1528668,,156668,.36481377,1
Makadara,133,13.11601,,156668,.63169938,1
Makongeni/kaloleni,134,10.87289,,156668,.41054162,1
Kawangware,135,1.102172,1,156668,.71464831,1
Mathare,137,12.90981,,156668,.57563293,1
Mutuini,138,4.212841,1,156668,.63818121,1
Loresho,139,3.2051589,,156668,.40495166,1
Kibera,140,5.1540589,1,156668,.66727531,1
Nairobi National Park,141,15.3189,1,156668,.74056655,1
Kiserian,142,16.455379,1,156668,.59109664,1
Kitisuru,143,7.7834711,,156668,.019710507,0
Githurai,144,20.101919,1,156668,.5342468,1
Kahawa,145,21.95302,1,156668,.38099441,1
Mwiki,146,21.58477,1,156668,.20268302,1
Donholm,147,16.326929,1,156668,.85157186,1
Spring Valley,148,4.9153838,,156668,.92445844,1
Muthaiga,149,11.09676,,156668,.32737455,1
Karura Forest,150,9.1649675,1,156668,.59579843,1
Kariobangi North,151,15.18263,1,156668,.61382991,1
Kariobangi South,152,15.76096,1,156668,.05004603,1
Ruaraka,153,15.69644,1,156668,.91282368,1
Wilson,154,7.9595151,,156668,.93017405,1
Bomas,155,5.8734679,,156668,.19669124,0
Mugumoini,156,6.110126,,156668,.10633655,0
Langata,157,9.1848745,,156668,.2446605,0
GPO,158,7.5143542,,156668,.27406493,1
River road,159,8.3448696,,156668,.58183521,1
Kamkunji,160,9.8535252,,156668,.67576569,1
Ngara,161,8.3098402,,156668,.67989665,1
Eastleigh,162,11.20644,,156668,.33855259,1
City Square,163,8.2906084,,156668,.49319407,1
Makina,164,4.9382,1,156668,.41063851,1
Olympic,165,4.6379561,,156668,.90855366,1
Laini saba,166,6.0931458,1,156668,.23686637,1
Uthiru,167,5.799017,,156668,.93237633,1
Kangemi,168,1.574585,1,156668,.47206122,1
Kikuyu,169,9.5799513,,156668,.56922692,1
Kenyatta,170,6.9733181,,156668,.40733975,1
Komarock,171,17.74538,1,156668,.75389236,1
Kayole,172,18.665649,1,156668,.99473274,1
Ngong road,173,2.837245,,156668,.0015849688,0
Hurlingham,174,5.4705768,,156668,.5584507,1
South B,101,10.48585,,156674,.17081025,0
South C,102,9.7029266,,156674,.90678918,1
Langata,103,7.5160408,,156674,.5364871,1
Westlands,104,7.18256,,156674,.60635883,1
Kileleshwa,105,4.0238171,,156674,.8954888,1
Ongata Rongai,106,13.29897,,156674,.69754136,1
Ngong,107,11.48542,,156674,.69048619,1
Karen,108,6.8866038,,156674,.71391523,1
Nakumatt Junction,109,2.213841,,156674,.91570538,1
Lavington,110,1.9570071,,156674,.57489198,1
Yaya Center,111,4.3688922,,156674,.60800201,1
Industrial area,112,12.33165,,156674,.10075061,0
Nyayo Stadium,113,8.4842806,,156674,.81903499,1
Umoja,114,15.97778,1,156674,.032708276,1
Dandora,115,17.66058,1,156674,.042579267,1
Prestige,116,4.5051332,,156674,.63689119,1
Athi river,117,32.232121,1,156674,.12605526,1
Kariobangi,118,15.54692,1,156674,.11799289,1
Woodley,119,3.963275,,156674,.89192003,1
Kasarani,120,19.54389,1,156674,.53385639,1
Mlolongo,121,26.496611,1,156674,.98160475,1
Upperhill,122,7.5210819,,156674,.24823079,0
Jamhuri Estate,123,2.897341,,156674,.72702986,1
Ngummo,124,6.5012379,,156674,.19610485,0
CBD,125,9.981698,,156674,.47887528,1
Syokimau,126,21.52162,1,156674,.42240748,1
Golf course estate,127,5.4355769,1,156674,.81152016,1
Imara Daima,128,15.30609,1,156674,.45246252,1
Embakasi,129,17.030069,1,156674,.46501401,1
JKIA,130,20.80258,1,156674,.87129784,1
Jamhuri/Ngong forest,131,3.946743,1,156674,.1058377,1
Kilimani,132,5.1528668,,156674,.98846376,1
Makadara,133,13.11601,,156674,.2015458,0
Makongeni/kaloleni,134,10.87289,,156674,.10580304,0
Kawangware,135,1.102172,1,156674,.778382,1
Mathare,137,12.90981,,156674,.89988464,1
Mutuini,138,4.212841,1,156674,.2963441,1
Loresho,139,3.2051589,,156674,.51887923,1
Kibera,140,5.1540589,1,156674,.14148003,1
Nairobi National Park,141,15.3189,1,156674,.51046741,1
Kiserian,142,16.455379,1,156674,.57629478,1
Kitisuru,143,7.7834711,,156674,.50224042,1
Githurai,144,20.101919,1,156674,.033898223,1
Kahawa,145,21.95302,1,156674,.96067435,1
Mwiki,146,21.58477,1,156674,.52082169,1
Donholm,147,16.326929,1,156674,.61157066,1
Spring Valley,148,4.9153838,,156674,.10711941,0
Muthaiga,149,11.09676,,156674,.5770781,1
Karura Forest,150,9.1649675,1,156674,.21651943,1
Kariobangi North,151,15.18263,1,156674,.15842909,1
Kariobangi South,152,15.76096,1,156674,.078568868,1
Ruaraka,153,15.69644,1,156674,.47532755,1
Wilson,154,7.9595151,,156674,.70617324,1
Bomas,155,5.8734679,,156674,.20444895,0
Mugumoini,156,6.110126,,156674,.73137826,1
Langata,157,9.1848745,,156674,.72355014,1
GPO,158,7.5143542,,156674,.94391787,1
River road,159,8.3448696,,156674,.086115256,0
Kamkunji,160,9.8535252,,156674,.36841622,1
Ngara,161,8.3098402,,156674,.39988905,1
Eastleigh,162,11.20644,,156674,.69731563,1
City Square,163,8.2906084,,156674,.6098451,1
Makina,164,4.9382,1,156674,.64704722,1
Olympic,165,4.6379561,,156674,.30984479,1
Laini saba,166,6.0931458,1,156674,.34442234,1
Uthiru,167,5.799017,,156674,.85182613,1
Kangemi,168,1.574585,1,156674,.55465251,1
Kikuyu,169,9.5799513,,156674,.072391018,0
Kenyatta,170,6.9733181,,156674,.59443307,1
Komarock,171,17.74538,1,156674,.1578211,1
Kayole,172,18.665649,1,156674,.65761286,1
Ngong road,173,2.837245,,156674,.47807655,1
Hurlingham,174,5.4705768,,156674,.33267036,1
South B,101,10.48585,,156690,.60518539,1
South C,102,9.7029266,,156690,.087381311,0
Langata,103,7.5160408,,156690,.44970962,1
Westlands,104,7.18256,,156690,.88695848,1
Kileleshwa,105,4.0238171,,156690,.077504538,0
Ongata Rongai,106,13.29897,,156690,.056710403,0
Ngong,107,11.48542,,156690,.90268344,1
Karen,108,6.8866038,,156690,.61539704,1
Nakumatt Junction,109,2.213841,,156690,.73929179,1
Lavington,110,1.9570071,,156690,.59753501,1
Yaya Center,111,4.3688922,,156690,.56127119,1
Industrial area,112,12.33165,,156690,.057241369,0
Nyayo Stadium,113,8.4842806,,156690,.74016517,1
Umoja,114,15.97778,1,156690,.41325459,1
Dandora,115,17.66058,1,156690,.6937722,1
Prestige,116,4.5051332,,156690,.81855166,1
Athi river,117,32.232121,1,156690,.15666929,1
Kariobangi,118,15.54692,1,156690,.42424017,1
Woodley,119,3.963275,,156690,.28792801,1
Kasarani,120,19.54389,1,156690,.69968504,1
Mlolongo,121,26.496611,1,156690,.84414113,1
Upperhill,122,7.5210819,,156690,.63756502,1
Jamhuri Estate,123,2.897341,,156690,.00076879107,0
Ngummo,124,6.5012379,,156690,.88298076,1
CBD,125,9.981698,,156690,.55748492,1
Syokimau,126,21.52162,1,156690,.92855799,1
Golf course estate,127,5.4355769,1,156690,.57667059,1
Imara Daima,128,15.30609,1,156690,.93213117,1
Embakasi,129,17.030069,1,156690,.54230744,1
JKIA,130,20.80258,1,156690,.60369128,1
Jamhuri/Ngong forest,131,3.946743,1,156690,.94750035,1
Kilimani,132,5.1528668,,156690,.9758243,1
Makadara,133,13.11601,,156690,.15487981,0
Makongeni/kaloleni,134,10.87289,,156690,.4863354,1
Kawangware,135,1.102172,1,156690,.26358387,1
Mathare,137,12.90981,,156690,.69839638,1
Mutuini,138,4.212841,1,156690,.91768938,1
Loresho,139,3.2051589,,156690,.46236023,1
Kibera,140,5.1540589,1,156690,.51610541,1
Nairobi National Park,141,15.3189,1,156690,.91281551,1
Kiserian,142,16.455379,1,156690,.9552893,1
Kitisuru,143,7.7834711,,156690,.2702899,1
Githurai,144,20.101919,1,156690,.65736997,1
Kahawa,145,21.95302,1,156690,.46901432,1
Mwiki,146,21.58477,1,156690,.22564279,1
Donholm,147,16.326929,1,156690,.33739701,1
Spring Valley,148,4.9153838,,156690,.41087192,1
Muthaiga,149,11.09676,,156690,.077642381,0
Karura Forest,150,9.1649675,1,156690,.885149,1
Kariobangi North,151,15.18263,1,156690,.087017424,1
Kariobangi South,152,15.76096,1,156690,.40180659,1
Ruaraka,153,15.69644,1,156690,.049367402,1
Wilson,154,7.9595151,,156690,.95665938,1
Bomas,155,5.8734679,,156690,.85369825,1
Mugumoini,156,6.110126,,156690,.051663965,0
Langata,157,9.1848745,,156690,.68530542,1
GPO,158,7.5143542,,156690,.62250626,1
River road,159,8.3448696,,156690,.9820528,1
Kamkunji,160,9.8535252,,156690,.99913085,1
Ngara,161,8.3098402,,156690,.13623855,0
Eastleigh,162,11.20644,,156690,.92038524,1
City Square,163,8.2906084,,156690,.23509881,0
Makina,164,4.9382,1,156690,.32852256,1
Olympic,165,4.6379561,,156690,.36476251,1
Laini saba,166,6.0931458,1,156690,.01868326,1
Uthiru,167,5.799017,,156690,.806692,1
Kangemi,168,1.574585,1,156690,.32159728,1
Kikuyu,169,9.5799513,,156690,.90896785,1
Kenyatta,170,6.9733181,,156690,.78984529,1
Komarock,171,17.74538,1,156690,.67983085,1
Kayole,172,18.665649,1,156690,.069906943,1
Ngong road,173,2.837245,,156690,.56738812,1
Hurlingham,174,5.4705768,,156690,.13731287,0
South B,101,10.48585,,156708,.26290959,1
South C,102,9.7029266,,156708,.74213648,1
Langata,103,7.5160408,,156708,.97630054,1
Westlands,104,7.18256,,156708,.030762268,0
Kileleshwa,105,4.0238171,,156708,.75562644,1
Ongata Rongai,106,13.29897,,156708,.43998271,1
Ngong,107,11.48542,,156708,.66912985,1
Karen,108,6.8866038,,156708,.49665675,1
Nakumatt Junction,109,2.213841,,156708,.73970658,1
Lavington,110,1.9570071,,156708,.37202722,1
Yaya Center,111,4.3688922,,156708,.70672911,1
Industrial area,112,12.33165,,156708,.67187947,1
Nyayo Stadium,113,8.4842806,,156708,.73283583,1
Umoja,114,15.97778,1,156708,.49778202,1
Dandora,115,17.66058,1,156708,.11108024,1
Prestige,116,4.5051332,,156708,.27289829,1
Athi river,117,32.232121,1,156708,.039697476,1
Kariobangi,118,15.54692,1,156708,.094629735,1
Woodley,119,3.963275,,156708,.11049127,0
Kasarani,120,19.54389,1,156708,.2137392,1
Mlolongo,121,26.496611,1,156708,.82819802,1
Upperhill,122,7.5210819,,156708,.84026283,1
Jamhuri Estate,123,2.897341,,156708,.199001,0
